0	1	-3.3555263e-01
0	2	-8.5299047e-02
0	3	-2.6859466e-01
0	4	-3.9731263e-01
0	5	2.5394386e-02
0	6	-6.1794089e-02
0	7	-7.0028356e-02
0	8	3.2026278e-01
0	9	2.1541095e-01
0	10	-1.5608397e-01
0	11	-1.7399009e-01
0	12	-3.5391190e-01
0	13	7.1111250e-02
0	14	8.3952899e-02
0	15	-2.4347674e-01
1	2	4.7374404e-02
1	3	2.9130691e-01
1	4	3.4076933e-01
1	5	2.7237112e-01
1	6	-1.8336836e-02
1	7	7.4198821e-01
1	8	2.4008996e-02
1	9	-6.4717086e-01
1	10	8.3894642e-02
1	11	1.7802470e-01
1	12	-2.3761533e-01
1	13	5.0446685e-01
1	14	-4.9932078e-01
1	15	-4.1208977e-02
2	3	7.3190488e-02
2	4	1.5134566e-01
2	5	-2.1183235e-01
2	6	-1.0589176e-01
2	7	-1.0133451e-01
2	8	3.3875089e-02
2	9	-2.2030730e-01
2	10	-1.9386752e-01
2	11	1.1730925e-01
2	12	1.5730656e-01
2	13	3.9998216e-02
2	14	4.9088597e-02
2	15	1.0924159e-01
3	4	2.3328102e-01
3	5	2.7460986e-01
3	6	-1.2989959e-01
3	7	2.2716796e-01
3	8	-3.0467392e-01
3	9	-1.1273661e-01
3	10	4.9588826e-02
3	11	-1.4381825e-01
3	12	2.7218916e-01
3	13	4.4449152e-01
3	14	3.8018241e-01
3	15	-1.4599040e-01
4	5	-2.1641777e-01
4	6	8.9636406e-02
4	7	-1.3506658e-01
4	8	-9.8234938e-02
4	9	-4.4211194e-01
4	10	2.6968627e-01
4	11	3.0075086e-01
4	12	2.8425082e-02
4	13	-3.0258581e-01
4	14	8.2800868e-02
4	15	9.6889305e-02
5	6	-5.2516163e-02
5	7	6.2061940e-01
5	8	-1.6122379e-01
5	9	6.0763020e-02
5	10	-4.0430865e-03
5	11	-5.3514682e-01
5	12	5.5759767e-02
5	13	4.2445117e-01
5	14	-2.0341089e-01
5	15	-1.3752722e-02
6	7	-5.1410510e-03
6	8	4.2651758e-02
6	9	-3.9284897e-02
6	10	2.2415426e-01
6	11	1.3193285e-01
6	12	-7.9356115e-02
6	13	-3.7214794e-01
6	14	2.1389289e-02
6	15	9.7245917e-02
7	8	-1.7259183e-01
7	9	-2.4696499e-01
7	10	-4.6210431e-02
7	11	-2.0275966e-01
7	12	-1.5441335e-01
7	13	5.9731856e-01
7	14	-3.7314911e-01
7	15	-6.5733468e-02
8	9	7.6296682e-03
8	10	-3.9583861e-01
8	11	1.8307115e-01
8	12	-9.7765167e-02
8	13	-2.3637666e-01
8	14	-7.2092542e-02
8	15	-4.6422736e-02
9	10	-1.5670664e-01
9	11	-3.5322635e-01
9	12	2.2776170e-01
9	13	6.5486054e-02
9	14	1.1911794e-01
9	15	-1.2325999e-02
10	11	1.1149313e-02
10	12	-8.5522383e-02
10	13	-2.8540352e-01
10	14	5.0280869e-02
10	15	3.6628296e-02
11	12	-1.9775146e-01
11	13	-3.7590333e-01
11	14	5.2340176e-02
11	15	-5.9528256e-02
12	13	1.3555317e-01
12	14	2.1004492e-01
12	15	2.5559944e-01
13	14	-2.8530526e-02
13	15	-3.0504756e-01
14	15	-3.4271770e-01
