0	1	3.2372384e-01
0	2	-1.4663692e-01
0	3	4.5275679e-03
0	4	-8.0991428e-02
0	5	-1.7263948e-01
0	6	8.9879934e-02
0	7	2.3231660e-02
0	8	1.0254798e-01
0	9	-1.5320403e-01
0	10	-3.0342408e-02
0	11	-7.7036500e-02
0	12	1.3092929e-01
0	13	1.7998642e-01
0	14	-3.0176724e-01
0	15	-1.0410725e-01
1	2	9.9049165e-02
1	3	-1.0065936e-01
1	4	-1.5967467e-01
1	5	1.4679963e-01
1	6	1.8389206e-01
1	7	4.8834458e-02
1	8	3.3458634e-01
1	9	-7.2546524e-03
1	10	-7.2546718e-01
1	11	-2.4515187e-01
1	12	1.2656251e-01
1	13	2.1697846e-01
1	14	-2.2338365e-01
1	15	-3.2889037e-01
2	3	-7.9572854e-02
2	4	-1.2842928e-02
2	5	1.9508304e-01
2	6	3.0272682e-02
2	7	1.4308335e-01
2	8	1.3023552e-01
2	9	-2.0965126e-01
2	10	-3.3790705e-01
2	11	-1.0517658e-01
2	12	3.8439105e-02
2	13	5.8001939e-02
2	14	-1.2171355e-01
2	15	-5.0360996e-02
3	4	-4.4811496e-01
3	5	-3.8331965e-02
3	6	-1.4297144e-01
3	7	-1.1301990e-01
3	8	-6.6049119e-02
3	9	-1.6077390e-01
3	10	1.9321836e-01
3	11	1.6659455e-01
3	12	-1.4467054e-01
3	13	-7.0022180e-01
3	14	-7.0523213e-01
3	15	1.8291629e-02
4	5	-3.0973912e-01
4	6	2.9403775e-02
4	7	4.2137830e-02
4	8	-5.6419545e-03
4	9	8.6996019e-02
4	10	-2.1848541e-01
4	11	-9.9657603e-02
4	12	-1.5293930e-01
4	13	7.6557136e-02
4	14	5.4669726e-01
4	15	1.1229076e-01
5	6	-9.7124592e-03
5	7	-1.6433824e-01
5	8	-2.6011840e-01
5	9	-2.4280973e-01
5	10	-3.4227808e-01
5	11	2.2832027e-01
5	12	-7.2964064e-03
5	13	2.7749915e-01
5	14	1.0352265e-01
5	15	-1.6645835e-01
6	7	5.1037795e-02
6	8	4.5661381e-02
6	9	-1.2529724e-02
6	10	-1.7545131e-01
6	11	-3.0376353e-02
6	12	-3.7388734e-02
6	13	2.6864261e-01
6	14	1.7159465e-01
6	15	-6.7254084e-02
7	8	9.9534225e-02
7	9	-1.0006349e-01
7	10	-1.8325919e-01
7	11	-8.8492743e-02
7	12	5.1179521e-02
7	13	2.5763252e-01
7	14	-1.7157771e-01
7	15	4.9039987e-02
8	9	2.8543239e-01
8	10	-2.1774560e-01
8	11	-3.0057053e-01
8	12	5.0552439e-02
8	13	-4.3125038e-01
8	14	-1.9374716e-01
8	15	-2.0342597e-01
9	10	1.6638274e-01
9	11	-1.3829114e-01
9	12	6.1365556e-02
9	13	-1.6965358e-01
9	14	3.0123507e-01
9	15	-4.8364776e-02
10	11	5.6778821e-02
10	12	2.7285154e-01
10	13	-1.7234886e-01
10	14	4.0707336e-02
10	15	2.8521492e-01
11	12	-1.7142088e-01
11	13	9.3175958e-02
11	14	1.8152539e-01
11	15	1.2902027e-01
12	13	2.6701990e-01
12	14	-2.7835213e-01
12	15	-4.1428762e-02
13	14	4.0700287e-01
13	15	1.1144540e-01
14	15	1.7590009e-01
