0	1	-2.4206037e-01
0	2	-3.1619420e-01
0	3	5.8282396e-02
0	4	-2.6871861e-01
0	5	1.3320662e-01
0	6	7.9378209e-04
0	7	9.4363043e-02
0	8	-1.4384833e-01
0	9	3.8878338e-01
0	10	-1.0465858e-01
0	11	6.0404249e-01
0	12	-8.3864512e-02
0	13	2.1821960e-01
0	14	1.6601629e-01
0	15	1.9607135e-02
1	2	4.6654370e-02
1	3	1.0417928e-01
1	4	2.6270403e-01
1	5	1.4812355e-01
1	6	-7.0365743e-02
1	7	3.3857050e-01
1	8	-2.3173823e-01
1	9	1.6302846e-01
1	10	3.7835261e-01
1	11	-4.6444117e-02
1	12	1.7513263e-01
1	13	-4.1474705e-01
1	14	-5.3248718e-01
1	15	5.6711136e-01
2	3	3.8976498e-02
2	4	-6.2259024e-02
2	5	-7.1783822e-02
2	6	1.4289384e-01
2	7	-3.1552083e-01
2	8	-2.4522126e-01
2	9	-3.8855546e-01
2	10	4.8014538e-01
2	11	-3.0219621e-02
2	12	-9.2977642e-02
2	13	1.5495021e-01
2	14	-1.6227638e-02
2	15	2.5663447e-01
3	4	2.0737799e-01
3	5	1.8962100e-01
3	6	3.7973985e-01
3	7	1.2953048e-01
3	8	-7.4260712e-01
3	9	9.8371561e-02
3	10	-1.8683235e-01
3	11	2.5560781e-01
3	12	3.9065270e-01
3	13	-5.3407986e-01
3	14	-4.4860980e-01
3	15	-3.6939019e-01
4	5	2.9031321e-01
4	6	1.4372011e-02
4	7	4.5022925e-01
4	8	1.2852239e-02
4	9	1.7127162e-01
4	10	-5.4564565e-01
4	11	-1.8284252e-02
4	12	4.1299498e-01
4	13	-2.5970090e-01
4	14	1.7797137e-01
4	15	-1.5303051e-03
5	6	8.8233504e-02
5	7	4.3922097e-01
5	8	-3.8059538e-01
5	9	3.3728286e-01
5	10	-4.4388007e-01
5	11	-9.1407974e-02
5	12	4.9058878e-01
5	13	2.2192897e-02
5	14	1.6951108e-01
5	15	4.6956996e-02
6	7	6.0867524e-02
6	8	-6.1237218e-01
6	9	4.9309597e-02
6	10	6.5826707e-02
6	11	1.7970311e-01
6	12	4.5717459e-02
6	13	7.2541148e-02
6	14	-1.9496708e-01
6	15	-2.6616405e-01
7	8	5.4432172e-03
7	9	6.1399696e-01
7	10	-2.7278026e-01
7	11	-6.4350725e-02
7	12	2.6202933e-01
7	13	7.9780939e-03
7	14	9.8355525e-02
7	15	-2.2850364e-01
8	9	6.0204600e-04
8	10	-7.1963996e-02
8	11	-6.3489907e-01
8	12	-1.0466183e-01
8	13	-8.1012608e-02
8	14	7.5078073e-02
8	15	1.7494758e-01
9	10	2.9750908e-02
9	11	4.6840417e-03
9	12	2.3344550e-01
9	13	1.4249699e-02
9	14	4.8378842e-01
9	15	9.6629783e-03
10	11	3.0731252e-01
10	12	-4.5174480e-01
10	13	2.2269610e-01
10	14	-3.4740067e-01
10	15	2.2049218e-01
11	12	-2.7287825e-01
11	13	3.4489413e-01
11	14	6.5594306e-02
11	15	-1.5033380e-01
12	13	-1.2761388e-01
12	14	2.5391723e-01
12	15	-4.8257977e-02
13	14	4.0789046e-01
13	15	1.3880204e-02
14	15	1.6664589e-01
