0	1	1.3950931e-01
0	2	-1.2224002e-01
0	3	1.9061501e-01
0	4	-1.6762844e-01
0	5	-2.0587474e-01
0	6	2.1505054e-01
0	7	3.9962900e-01
0	8	-1.4082361e-01
0	9	2.5805702e-01
0	10	2.2852749e-02
0	11	-1.7365953e-01
0	12	8.4228242e-02
0	13	1.8456182e-01
0	14	1.3850574e-01
0	15	1.3272467e-01
1	2	1.6239542e-01
1	3	1.9379674e-01
1	4	-1.5356053e-01
1	5	-1.6186927e-01
1	6	6.4767579e-02
1	7	2.7302530e-01
1	8	5.1041580e-02
1	9	8.5725415e-02
1	10	-2.5789080e-01
1	11	-3.6781724e-01
1	12	-1.8109251e-01
1	13	-1.3419662e-01
1	14	-1.8397142e-01
1	15	-1.5764417e-01
2	3	-8.8158872e-02
2	4	-4.0591169e-01
2	5	6.3215091e-02
2	6	8.0107166e-02
2	7	8.5880593e-02
2	8	-1.1396536e-01
2	9	-1.4267064e-03
2	10	-3.3384556e-01
2	11	9.2941771e-02
2	12	-1.7873349e-01
2	13	-2.6918669e-01
2	14	-2.7653387e-01
2	15	-1.9289495e-01
3	4	1.7851869e-01
3	5	-4.1794094e-01
3	6	5.8475785e-03
3	7	1.5583592e-01
3	8	1.3975492e-01
3	9	-7.9743172e-02
3	10	7.9160143e-02
3	11	-4.1586462e-01
3	12	-2.8146265e-01
3	13	-2.5639634e-01
3	14	1.6851654e-01
3	15	1.3266699e-01
4	5	1.3838345e-02
4	6	-2.8306499e-01
4	7	3.9990902e-02
4	8	1.0496176e-01
4	9	-4.1727360e-02
4	10	6.7204652e-02
4	11	6.4270792e-02
4	12	2.1686316e-01
4	13	2.1398873e-01
4	14	1.9695597e-01
4	15	3.5256701e-01
5	6	2.3034359e-01
5	7	-4.3601266e-01
5	8	-2.9025827e-01
5	9	2.2422377e-01
5	10	-1.2845277e-01
5	11	9.5573182e-02
5	12	2.3383140e-01
5	13	1.6282072e-01
5	14	-8.1050767e-02
5	15	-2.2860262e-03
6	7	-1.2498688e-01
6	8	-3.4986898e-01
6	9	2.8529108e-01
6	10	-2.4762359e-02
6	11	-1.5794366e-01
6	12	-6.1342327e-02
6	13	-2.2115251e-02
6	14	1.2068931e-01
6	15	-4.5433577e-02
7	8	-4.5623248e-02
7	9	5.6242370e-02
7	10	-5.3072764e-01
7	11	2.6638197e-01
7	12	3.5121628e-01
7	13	-3.1469638e-01
7	14	-1.2837370e-01
7	15	-3.2612249e-01
8	9	-2.0380828e-01
8	10	2.5027287e-01
8	11	1.2890591e-01
8	12	-5.8129385e-02
8	13	-2.0280302e-01
8	14	-2.9739077e-01
8	15	-2.2937693e-02
9	10	-1.4123804e-02
9	11	-2.2485148e-01
9	12	1.2277980e-01
9	13	-4.9839003e-02
9	14	-8.5546195e-03
9	15	-3.8925848e-02
10	11	-2.3774367e-01
10	12	-1.8459398e-01
10	13	-7.0432789e-02
10	14	1.6544855e-01
10	15	1.2381517e-01
11	12	3.6114289e-01
11	13	-8.2027688e-02
11	14	-1.3496547e-01
11	15	-4.2309505e-02
12	13	1.5370791e-01
12	14	-2.5476020e-01
12	15	-9.2106314e-02
13	14	2.5705285e-01
13	15	3.2034927e-01
14	15	3.1404504e-01
