0	1	1.9398658e-01
0	2	2.2888288e-01
0	3	5.5017704e-02
0	4	-2.7032286e-02
0	5	-2.9869324e-03
0	6	-5.0669658e-02
0	7	2.2301036e-01
0	8	9.7802642e-02
0	9	-1.0682800e-01
0	10	-1.8618775e-01
0	11	-3.2807711e-01
0	12	-1.0604011e-01
0	13	-7.0546592e-02
0	14	-2.4859598e-02
0	15	-2.3738019e-01
1	2	3.7951073e-01
1	3	1.4266595e-01
1	4	5.6888697e-02
1	5	-2.6157850e-01
1	6	5.0495548e-02
1	7	2.4692123e-01
1	8	-2.4474940e-01
1	9	-1.9281817e-01
1	10	-2.0952952e-01
1	11	1.5891402e-02
1	12	-3.0123336e-01
1	13	-2.0778297e-01
1	14	-6.6300881e-02
1	15	-2.1676965e-01
2	3	6.4068335e-02
2	4	-2.9214748e-02
2	5	-1.3972005e-01
2	6	-2.9509841e-02
2	7	1.8007128e-01
2	8	-2.0705379e-01
2	9	-2.0203471e-01
2	10	-2.1541347e-01
2	11	-7.4330825e-02
2	12	-1.1825796e-01
2	13	-1.2269223e-01
2	14	9.9030060e-02
2	15	-2.9820865e-01
3	4	1.0281383e-01
3	5	-1.3838837e-01
3	6	-2.9245097e-02
3	7	-5.8050817e-02
3	8	-4.2820369e-02
3	9	1.3210776e-01
3	10	-4.4171949e-01
3	11	-1.9155303e-01
3	12	1.9974799e-01
3	13	5.7942527e-03
3	14	-3.3187776e-02
3	15	-2.4679744e-01
4	5	1.0950909e-02
4	6	3.8228009e-02
4	7	8.3479308e-03
4	8	-3.9199909e-02
4	9	-2.6014428e-02
4	10	-9.4105485e-02
4	11	-1.0463710e-01
4	12	-3.8217907e-02
4	13	1.3890957e-03
4	14	-4.7906915e-03
4	15	5.0853000e-02
5	6	-2.5344169e-03
5	7	-4.5572697e-02
5	8	2.2130932e-01
5	9	2.9980137e-03
5	10	2.9980772e-02
5	11	-1.5567478e-01
5	12	-3.0755972e-03
5	13	1.1919433e-01
5	14	3.2619478e-02
5	15	6.8291962e-02
6	7	8.7192344e-02
6	8	-1.0240308e-01
6	9	-4.8863625e-02
6	10	-2.7372649e-01
6	11	-4.7073825e-02
6	12	-1.2490006e-01
6	13	-1.1767740e-01
6	14	2.4617247e-01
6	15	1.2151771e-01
7	8	-6.2304587e-02
7	9	-1.8578602e-01
7	10	-1.1596885e-01
7	11	-2.3870083e-01
7	12	-2.0931799e-01
7	13	-1.6618011e-01
7	14	5.9977869e-02
7	15	-5.1597802e-03
8	9	1.9455368e-01
8	10	-6.3348591e-02
8	11	-1.0276696e-01
8	12	1.2555450e-01
8	13	1.1529391e-01
8	14	-1.9065470e-01
8	15	-1.5710561e-01
9	10	-1.4383627e-01
9	11	1.4416892e-01
9	12	3.1102128e-01
9	13	5.9867417e-02
9	14	-1.1092897e-01
9	15	-1.2115220e-01
10	11	3.7992219e-01
10	12	-2.2318630e-01
10	13	1.8501027e-01
10	14	-2.8209330e-01
10	15	4.6410051e-01
11	12	2.2513176e-02
11	13	1.9278224e-02
11	14	-1.5924718e-01
11	15	2.0122060e-02
12	13	5.5403739e-02
12	14	-2.0293719e-02
12	15	-1.4425610e-01
13	14	-7.2720314e-02
13	15	1.5776947e-02
14	15	1.0029283e-01
